coin_id,symbol,min_date,max_date,rows,price_mean,price_median,price_std,ret_mean,ret_std,na_daily_return
binancecoin,BNB,2017-11-06,2025-10-27,2913,272.7648057329214,252.0,261.86400949625346,0.0035842879399781,0.05249432613452865,1
bitcoin,BTC,2017-08-17,2025-10-27,2994,34676.786843687376,24446.77,31258.0830040458,0.0017567432171190314,0.036043043932069245,1
ethereum,ETH,2017-08-17,2025-10-27,2994,1613.0764261857048,1584.635,1291.9628731127004,0.0019653162537722163,0.04634980094776357,1
