date,coin_id,symbol,price_usd,total_volume_usd,daily_return,log_return,roll_vol_30d,roll_mean_30d
2023-11-10,binancecoin,BNB,251.0,205904335.778,-0.0023847376788552754,-0.0023875856945015225,0.33501879871312107,225.69000000000003
2023-11-11,binancecoin,BNB,251.5,185242581.1229,0.0019920318725099584,0.001990050408010009,0.33176453046475884,227.23666666666668
2023-11-12,binancecoin,BNB,247.4,158268647.2047,-0.016302186878727642,-0.01643652958140638,0.34150394740492657,228.61333333333332
2023-11-13,binancecoin,BNB,241.1,234087272.3777,-0.02546483427647539,-0.025794674771262207,0.3589981108681995,229.76666666666668
2023-11-14,binancecoin,BNB,242.3,241108612.3373,0.004977187888842938,0.004964842635354815,0.35710171544217784,230.85333333333332
2023-11-15,binancecoin,BNB,253.7,227361551.2316,0.047049112670243476,0.04597583878275612,0.3800233299514424,232.1566666666667
2023-11-16,binancecoin,BNB,242.7,270933175.081,-0.04335829720141904,-0.04432635387268054,0.4123853217191685,233.2
2023-11-17,binancecoin,BNB,244.9,184229112.2533,0.0090646889163577,0.009023851225566416,0.41095357265514276,234.35666666666665
2023-11-18,binancecoin,BNB,244.8,118012503.5516,-0.0004083299305839283,-0.0004084133199510559,0.41140139535977166,235.47666666666666
2023-11-19,binancecoin,BNB,246.4,92591222.5672,0.006535947712418277,0.006514681021193672,0.41143078176415127,236.61999999999998
2023-11-20,binancecoin,BNB,253.1,385938132.7184,0.027191558441558294,0.026828435891713513,0.41815854998610485,237.91666666666666
2023-11-21,binancecoin,BNB,225.5,1011993817.7675,-0.10904780719083362,-0.11546450860834528,0.5918925416041644,238.17333333333332
2023-11-22,binancecoin,BNB,236.1,417655559.5203,0.047006651884700545,0.04593528514873408,0.589917356106968,238.42666666666668
2023-11-23,binancecoin,BNB,233.8,168197253.3751,-0.009741634900465868,-0.00978939505349916,0.5885617912465425,238.7133333333333
2023-11-24,binancecoin,BNB,232.7,144657214.7094,-0.0047048759623611325,-0.004715978729722131,0.5864674095436728,239.06666666666666
2023-11-25,binancecoin,BNB,234.4,73311189.6661,0.007305543618392862,0.007278987394611584,0.5866940422254324,239.44
2023-11-26,binancecoin,BNB,231.7,101501869.2893,-0.011518771331058053,-0.011585626264527062,0.5884169788340271,239.69333333333333
2023-11-27,binancecoin,BNB,227.2,188795151.7685,-0.019421665947345734,-0.019612744591334268,0.5923572923223586,239.7433333333333
2023-11-28,binancecoin,BNB,229.6,124990569.2474,0.010563380281690238,0.010507977598415165,0.5930967356846475,239.82666666666668
2023-11-29,binancecoin,BNB,227.3,95227304.2401,-0.010017421602787402,-0.010067933586913777,0.5940445659075555,239.80333333333334
2023-11-30,binancecoin,BNB,227.6,82134829.4554,0.0013198416190056683,0.0013189713936782835,0.593387006774364,239.85
2023-12-01,binancecoin,BNB,228.5,97377363.7116,0.003954305799648505,0.003946508082083533,0.5929685056674677,239.86999999999998
2023-12-02,binancecoin,BNB,229.0,104181500.1925,0.002188183807439792,0.0021857932199802256,0.5897439660038453,239.77333333333334
2023-12-03,binancecoin,BNB,228.1,135571793.4611,-0.003930131004366788,-0.003937874263897277,0.5893580826889334,239.70333333333335
2023-12-04,binancecoin,BNB,233.5,340713237.4163,0.023673827268741787,0.02339794781860966,0.5858262845391274,239.58333333333334
2023-12-05,binancecoin,BNB,231.2,199321079.6331,-0.00985010706638123,-0.009898940310729673,0.5770169737655735,239.15666666666667
2023-12-06,binancecoin,BNB,229.4,198533925.8919,-0.007785467128027634,-0.007815932102952042,0.5525352396122228,238.3
2023-12-07,binancecoin,BNB,232.6,183986311.039,0.013949433304272008,0.013853035389293729,0.5433365880646316,237.84666666666666
2023-12-08,binancecoin,BNB,238.9,179932210.9931,0.02708512467755808,0.02672481424719984,0.552334805110696,237.58666666666667
2023-12-09,binancecoin,BNB,237.7,202267145.4988,-0.005023022185014714,-0.005035679965615674,0.547359525510313,237.12333333333333
2023-12-10,binancecoin,BNB,239.8,103874632.9652,0.008834665544804388,0.008795868227265642,0.5486212572401765,236.75
2023-12-11,binancecoin,BNB,246.4,481507074.9227,0.02752293577981657,0.027150989065950898,0.5575946628296481,236.57999999999998
2023-12-12,binancecoin,BNB,254.6,474066909.6198,0.03327922077922074,0.0327374544639414,0.5664198956105707,236.82000000000002
2023-12-13,binancecoin,BNB,252.0,287346449.3793,-0.01021209740769835,-0.01026459861188284,0.5597393789744483,237.18333333333334
2023-12-14,binancecoin,BNB,253.3,205663878.7038,0.00515873015873014,0.005145469496206212,0.5597539119527895,237.55
2023-12-15,binancecoin,BNB,244.9,162781619.0281,-0.033162258191867355,-0.033724593049507486,0.5489435544353745,237.25666666666666
2023-12-16,binancecoin,BNB,244.4,109276324.5659,-0.0020416496529195305,-0.0020437366606817697,0.5264639710689447,237.31333333333333
2023-12-17,binancecoin,BNB,238.8,112451147.5021,-0.022913256955810146,-0.023179845778993236,0.5316536199043194,237.11
2023-12-18,binancecoin,BNB,241.7,207558062.952,0.012144053601339966,0.012070906190990239,0.5335598854432242,237.00666666666666
2023-12-19,binancecoin,BNB,252.9,392788601.6509,0.04633843607778254,0.045296865966482296,0.5565609921483093,237.22333333333336
2023-12-20,binancecoin,BNB,260.3,286414435.3106,0.02926057730328191,0.02884065832460021,0.5577852325643864,237.4633333333333
2023-12-21,binancecoin,BNB,272.1,344882938.8172,0.04533230887437578,0.04433483378868098,0.39190452750100097,239.01666666666668
2023-12-22,binancecoin,BNB,271.1,261603644.0307,-0.00367511944138188,-0.0036818892845808036,0.36604658095494713,240.18333333333334
2023-12-23,binancecoin,BNB,271.0,109797737.1071,-0.0003688675765400884,-0.0003689356249190079,0.3628439820542399,241.42333333333335
2023-12-24,binancecoin,BNB,264.5,153772670.7267,-0.023985239852398532,-0.024277569581346838,0.3755757493422319,242.48333333333332
2023-12-25,binancecoin,BNB,266.9,124678355.3422,0.009073724007561346,0.00903280511212429,0.37580236812312856,243.56666666666666
2023-12-26,binancecoin,BNB,297.7,677051118.3951,0.11539902585237916,0.10921221161125223,0.5199755925284644,245.76666666666668
2023-12-27,binancecoin,BNB,324.1,645877189.4539,0.08867987907289221,0.08496584212577103,0.5742936831590547,248.9966666666667
2023-12-28,binancecoin,BNB,322.6,737870670.9829,-0.004628201172477642,-0.00463894445639322,0.5771592289750782,252.09666666666666
2023-12-29,binancecoin,BNB,313.7,444941733.1464,-0.027588344699318146,-0.02797605049447613,0.5887811490129171,254.97666666666666
2023-12-30,binancecoin,BNB,317.1,177942240.5332,0.010838380618425347,0.010780066347669275,0.5878000305129361,257.96
2023-12-31,binancecoin,BNB,311.8,212735142.2708,-0.01671397035635447,-0.0168552249206255,0.5953951335380229,260.7366666666667
2024-01-01,binancecoin,BNB,313.5,192732706.8128,0.005452212957023805,0.005437403449299313,0.5949410614360389,263.55333333333334
2024-01-02,binancecoin,BNB,312.2,295174406.4809,-0.00414673046252001,-0.00415535199164377,0.5950078259367736,266.3566666666667
2024-01-03,binancecoin,BNB,315.8,676220588.2609,0.011531069827034113,0.011465093740210186,0.5931956475257203,269.1
2024-01-04,binancecoin,BNB,323.7,361837483.3215,0.02501583280557318,0.02470805911065698,0.590814406237677,272.18333333333334
2024-01-05,binancecoin,BNB,317.5,368222963.7918,-0.019153537225826356,-0.019339342599452303,0.5968236054756185,275.12
2024-01-06,binancecoin,BNB,307.5,278569949.9934,-0.03149606299212604,-0.03200273108617383,0.6150582539377893,277.6166666666667
2024-01-07,binancecoin,BNB,302.4,152361829.1541,-0.016585365853658662,-0.016724442941194757,0.6182338405271917,279.73333333333335
2024-01-08,binancecoin,BNB,303.7,295303747.6348,0.004298941798941858,0.004289727746325209,0.6166398479231882,281.93333333333334
2024-01-09,binancecoin,BNB,301.1,422526207.0798,-0.008561080013170796,-0.00859793656401484,0.619395366229686,283.9766666666667
2024-01-10,binancecoin,BNB,305.8,308162176.0144,0.015609432082364538,0.015488858007273659,0.616086304259889,285.9566666666667
2024-01-11,binancecoin,BNB,308.2,365379468.0055,0.007848266841072427,0.007817629391053281,0.6091780035134889,287.7433333333334
2024-01-12,binancecoin,BNB,296.6,306490270.7949,-0.037637897469175785,-0.03836449318218358,0.6264742510682381,289.2300000000001
2024-01-13,binancecoin,BNB,302.2,130482656.592,0.018880647336479983,0.01870462013480735,0.6281791871709133,290.85999999999996
2024-01-14,binancecoin,BNB,299.5,119385412.0975,-0.00893448047650558,-0.008974632283135109,0.6143168794895931,292.68
2024-01-15,binancecoin,BNB,317.5,538168739.2421,0.06010016694490816,0.05836340077724228,0.639118606246107,295.1166666666667
2024-01-16,binancecoin,BNB,315.2,301098425.262,-0.007244094488188968,-0.00727046034902227,0.6314870938660502,297.66333333333336
2024-01-17,binancecoin,BNB,309.4,334015672.2177,-0.01840101522842641,-0.01857241984475833,0.6387697102409091,299.92
2024-01-18,binancecoin,BNB,313.0,286764675.8662,0.011635423400129463,0.011568252401187648,0.6248183254978896,301.92333333333335
2024-01-19,binancecoin,BNB,314.7,260212056.1142,0.005431309904153414,0.005416613530208025,0.6198859332687208,303.7366666666666
2024-01-20,binancecoin,BNB,317.2,102587302.7284,0.007944073721004141,0.007912685690331748,0.6046080756149862,305.24
2024-01-21,binancecoin,BNB,318.6,114699882.2174,0.004413619167717542,0.004403907715255244,0.6037851142334176,306.8233333333334
2024-01-22,binancecoin,BNB,305.9,219981142.9426,-0.03986189579409938,-0.04067814631909058,0.6246280774225161,307.9866666666667
2024-01-23,binancecoin,BNB,298.8,277158407.7849,-0.02321019941157232,-0.02348379789819544,0.6241811626088452,309.13000000000005
2024-01-24,binancecoin,BNB,293.1,236068964.3331,-0.01907630522088355,-0.01926060554181551,0.6291289310969608,310.0033333333333
2024-01-25,binancecoin,BNB,292.1,293393842.1302,-0.003411804844762889,-0.0034176383231514776,0.4993576590980155,309.81666666666666
2024-01-26,binancecoin,BNB,302.2,212965430.5951,0.034577199589181706,0.033992840444943835,0.4136871330322683,309.0866666666667
2024-01-27,binancecoin,BNB,305.6,86914329.9027,0.011250827266710894,0.011188007453726338,0.4162519064989435,308.52000000000004
2024-01-28,binancecoin,BNB,305.3,125348980.2823,-0.0009816753926702448,-0.0009821575515333535,0.4053980223913439,308.24
2024-01-29,binancecoin,BNB,310.7,136398210.8905,0.017687520471667106,0.017532916658169456,0.4085200323146932,308.0266666666667
2024-01-30,binancecoin,BNB,307.6,119841147.8526,-0.009977470228516139,-0.010027578767512693,0.4058025596223782,307.8866666666666
2024-01-31,binancecoin,BNB,300.5,139453769.9253,-0.023081924577373236,-0.023352483656226664,0.4129067628678107,307.45333333333326
2024-02-01,binancecoin,BNB,300.2,111693886.0914,-0.0009983361064892504,-0.000998834775900756,0.412789555887983,307.05333333333334
2024-02-02,binancecoin,BNB,301.4,93531533.3372,0.003997335109926725,0.003989366993033515,0.4106967056443111,306.5733333333333
2024-02-03,binancecoin,BNB,299.7,59934756.239,-0.0056403450564034285,-0.005656311869777537,0.399768476434786,305.77333333333337
2024-02-04,binancecoin,BNB,304.7,153038899.9585,0.016683350016683418,0.0165457116690459,0.4004152582201895,305.34666666666664
2024-02-05,binancecoin,BNB,301.2,148229310.0409,-0.011486708237610777,-0.011553190065924859,0.3868494598896331,305.13666666666666
2024-02-06,binancecoin,BNB,302.7,78912339.4264,0.004980079681274896,0.004967720101934447,0.38291255736430374,305.1466666666667
2024-02-07,binancecoin,BNB,307.3,107278134.5215,0.015196564255038014,0.01508225310876603,0.38625847639632815,305.26666666666665
2024-02-08,binancecoin,BNB,319.2,290495868.1278,0.038724373576309645,0.03799339643921459,0.4062781609485313,305.86999999999995
2024-02-09,binancecoin,BNB,324.0,238469149.4622,0.015037593984962516,0.014925650216675792,0.40604654912044463,306.47666666666663
2024-02-10,binancecoin,BNB,323.0,103609947.2204,-0.0030864197530864335,-0.003091192569672858,0.4058375388300236,306.96999999999997
2024-02-11,binancecoin,BNB,320.7,90370119.2085,-0.007120743034055743,-0.007146216523547323,0.38103091764860914,307.7733333333333
2024-02-12,binancecoin,BNB,327.8,186477781.445,0.022139070782662973,0.021897559610620124,0.38288727368020026,308.62666666666667
2024-02-13,binancecoin,BNB,324.7,143321078.2164,-0.009456985967053133,-0.009501987200929094,0.383094199271275,309.46666666666664
2024-02-14,binancecoin,BNB,333.9,149740983.6118,0.028333846627656367,0.027939867840808635,0.3396883641751979,310.0133333333333
2024-02-15,binancecoin,BNB,354.2,478646206.0905,0.06079664570230614,0.059020178399124386,0.39232690951404214,311.31333333333333
2024-02-16,binancecoin,BNB,360.4,380862085.144,0.017504234895539206,0.017352800385449646,0.38640784624688274,313.0133333333333
2024-02-17,binancecoin,BNB,352.9,224091913.1848,-0.02081021087680357,-0.021029795052958485,0.39613199612380307,314.3433333333333
2024-02-18,binancecoin,BNB,349.8,174916562.0411,-0.008784358175120355,-0.008823168096722612,0.39859704580952565,315.5133333333333
2024-02-19,binancecoin,BNB,351.6,292956743.1504,0.005145797598627766,0.005132603226520216,0.39832971747231866,316.65999999999997
2024-02-20,binancecoin,BNB,354.6,344718252.3894,0.008532423208191142,0.008496227829085599,0.3987109654155379,317.85999999999996
2024-02-21,binancecoin,BNB,379.2,622522220.3496,0.06937394247038897,0.06707337674075904,0.424519943816308,320.30333333333334
2024-02-22,binancecoin,BNB,382.6,536344338.408,0.008966244725738592,0.008926286625285955,0.40987391549607044,323.09666666666664
2024-02-23,binancecoin,BNB,375.5,386866756.7837,-0.01855723993727132,-0.018731585801963085,0.4094310775280511,325.84333333333336
2024-02-24,binancecoin,BNB,381.7,168773631.0203,0.01651131824234353,0.016376488546994607,0.4081459887753627,328.83
2024-02-25,binancecoin,BNB,388.5,247170192.0434,0.0178150379879487,0.017658210056518128,0.39939844506206823,331.70666666666665
2024-02-26,binancecoin,BNB,401.6,470452539.8288,0.033719433719433756,0.03316339856981734,0.4085970454524861,334.90666666666664
2024-02-27,binancecoin,BNB,394.6,364167988.7186,-0.017430278884462136,-0.017583974789004454,0.41775691418957434,337.8833333333333
2024-02-28,binancecoin,BNB,414.6,552001541.8641,0.05068423720223003,0.04944160641316417,0.44059241262520044,341.34666666666664
2024-02-29,binancecoin,BNB,399.4,469627729.0748,-0.03666184273999051,-0.03735077901996454,0.4655272373008332,344.4066666666667
2024-03-01,binancecoin,BNB,407.4,237860266.1338,0.02003004506760142,0.019832082810990623,0.45227914954482473,347.97
2024-03-02,binancecoin,BNB,410.9,241430398.0742,0.00859106529209619,0.008554372096658595,0.45054076827706396,351.65999999999997
2024-03-03,binancecoin,BNB,414.5,344938583.2117,0.008761255779995203,0.008723098685985666,0.44998686545681593,355.43
2024-03-04,binancecoin,BNB,418.4,436000270.4003,0.009408926417370234,0.009364938175363388,0.4461822344368894,359.3866666666666
2024-03-05,binancecoin,BNB,394.1,842880032.1611,-0.05807839388145308,-0.05983322854975506,0.5095367201095696,362.3666666666667
2024-03-06,binancecoin,BNB,429.4,751515764.4224,0.08957117482872357,0.08578420124372255,0.5705969999542047,366.64
2024-03-07,binancecoin,BNB,474.6,749769224.1366,0.10526315789473695,0.10008345855698263,0.6474915461876448,372.37
2024-03-08,binancecoin,BNB,485.8,791088261.862612,0.02359882005899694,0.023324672566408824,0.6481441255577822,378.32
2024-03-09,binancecoin,BNB,488.3,414533147.6676,0.0051461506792918055,0.005132954499542368,0.6437613706827844,383.9566666666667
2024-03-10,binancecoin,BNB,528.9,1008148996.342,0.08314560720868314,0.07986940700431962,0.6833583394683995,390.7866666666667
2024-03-11,binancecoin,BNB,523.0,837717178.0817,-0.011155227831348036,-0.011217914007011288,0.6868450998227398,397.45333333333326
2024-03-12,binancecoin,BNB,537.5,1029803000.1368,0.027724665391969383,0.027347295936894937,0.6826996218546855,404.68
2024-03-13,binancecoin,BNB,630.5,1472173679.0133,0.1730232558139535,0.1595843954031564,0.8443712755967481,414.7699999999999
2024-03-14,binancecoin,BNB,603.2,1276710945.0094,-0.043298969072164906,-0.04426433871122789,0.868941526783749,424.05333333333334
2024-03-15,binancecoin,BNB,632.7,1801522551.2584,0.048905835543766596,0.0477475594590923,0.873767833147353,434.0133333333334
2024-03-16,binancecoin,BNB,576.4,1089990828.5325,-0.08898372056266801,-0.09319451202747167,0.9491334152104557,441.42
2024-03-17,binancecoin,BNB,571.7,984797926.6451,-0.008154059680777093,-0.008187485855441275,0.9529268765683531,448.4633333333333
2024-03-18,binancecoin,BNB,555.4,1280062076.3232,-0.028511457057897593,-0.028925803397226526,0.957112874416276,455.21333333333337
2024-03-19,binancecoin,BNB,507.7,1331115169.0283,-0.08588404753330936,-0.08979785291935057,1.0220754224609694,460.47666666666663
2024-03-20,binancecoin,BNB,556.8,749188287.3,0.09671065589915306,0.09231538706686127,1.0588329812844604,467.31666666666666
2024-03-21,binancecoin,BNB,553.8,530484956.5965,-0.0053879310344827624,-0.005402498283348421,1.061068458726862,473.9566666666667
2024-03-22,binancecoin,BNB,553.8,665146195.2231,0.0,0.0,1.045201356855453,479.77666666666664
2024-03-23,binancecoin,BNB,551.9,338703185.9031,-0.003430841459010403,-0.0034367402914058055,1.0466405517697324,485.41999999999996
2024-03-24,binancecoin,BNB,567.7,247685878.078,0.028628374705562676,0.028226239731225015,1.0419727081756507,491.82666666666665
2024-03-25,binancecoin,BNB,587.0,469579231.5133,0.033996829311255805,0.03343170965141577,1.0442039236267961,498.67
2024-03-26,binancecoin,BNB,580.4,332801887.0926,-0.011243611584327073,-0.011307298818063654,1.0479288516239014,505.06666666666666
2024-03-27,binancecoin,BNB,574.3,305741133.052,-0.010509993108201332,-0.010565613139782038,1.048639273168217,510.8233333333334
2024-03-28,binancecoin,BNB,583.4,294749471.6428,0.01584537698067212,0.01572114956337021,1.0432650910376196,517.1166666666667
2024-03-29,binancecoin,BNB,612.5,635441895.7802,0.04988001371271866,0.04867588498526112,1.0429321227306347,523.7133333333334
2024-03-30,binancecoin,BNB,600.7,303309397.2959,-0.019265306122448922,-0.019453300562766247,1.0338843940398266,530.4233333333333
2024-03-31,binancecoin,BNB,606.7,196801011.3464,0.009988346928583303,0.009938793092136397,1.0337102357771073,537.0666666666667
2024-04-01,binancecoin,BNB,575.8,422232040.5397,-0.050931267512774214,-0.05227405677017686,1.0586795362452879,542.5633333333333
2024-04-02,binancecoin,BNB,551.4,557890803.7339,-0.04237582493921499,-0.043299879588379116,1.0756557489819214,547.1266666666667
2024-04-03,binancecoin,BNB,561.5,380450017.1563,0.018317011244106007,0.0181512755888016,1.0760770532675679,551.8966666666668
2024-04-04,binancecoin,BNB,585.5,513029443.1814,0.042742653606411496,0.04185440885927425,1.0514243180181337,558.2766666666666
2024-04-05,binancecoin,BNB,577.8,367049671.0699,-0.013151152860802817,-0.013238395005637246,1.0216924233678064,563.2233333333334
2024-04-06,binancecoin,BNB,585.4,132278897.6139,0.01315334025614412,0.013067586225650725,0.968725422357191,566.9166666666666
2024-04-07,binancecoin,BNB,583.9,154585203.3597,-0.0025623505295524485,-0.002565638968293556,0.9674406307039531,570.1866666666666
2024-04-08,binancecoin,BNB,586.4,285425656.2693,0.004281555060798192,0.004272415282949922,0.9674564616381081,573.4566666666667
2024-04-09,binancecoin,BNB,580.5,345991219.2587,-0.010061391541609788,-0.010112349434495512,0.9313407107540805,575.1766666666666
2024-04-10,binancecoin,BNB,609.7,483100690.5672,0.05030146425495263,0.04907723177582424,0.9433406355687982,578.0666666666667
2024-04-11,binancecoin,BNB,604.6,350892798.4008,-0.0083647695587995,-0.00839995056841283,0.9409736332725418,580.3033333333333
2024-04-12,binancecoin,BNB,595.6,922093314.9389,-0.014885874958650347,-0.014997781535503758,0.7564210274986191,579.1399999999999
2024-04-13,binancecoin,BNB,553.1,988296299.5608,-0.07135661517797176,-0.07403048380922155,0.7840262231126284,577.47
2024-04-14,binancecoin,BNB,566.4,533164946.8269,0.024046284577833976,0.02376172537887762,0.7688449995164239,575.26
2024-04-15,binancecoin,BNB,552.7,395592622.7526,-0.024187853107344504,-0.024485183540292603,0.7026775228794694,574.4699999999999
2024-04-16,binancecoin,BNB,537.6,336470058.8908,-0.027320426994753122,-0.027700569630277574,0.7083236987800059,573.3333333333334
2024-04-17,binancecoin,BNB,534.1,350644262.6027,-0.00651041666666663,-0.006531701863215124,0.7019072096353894,572.6233333333333
2024-04-18,binancecoin,BNB,552.1,322107047.8927,0.033701554016101865,0.03314610194427431,0.6345893141303781,574.1033333333332
2024-04-19,binancecoin,BNB,554.0,299560802.6402,0.003441405542474074,0.0034354974572847704,0.5463781534706541,574.01
2024-04-20,binancecoin,BNB,570.9,136141960.463,0.030505415162454863,0.030049376222929677,0.5560119707575817,574.58
2024-04-21,binancecoin,BNB,579.6,159867167.9353,0.015239096163951693,0.015124147476313852,0.5581634105551296,575.4399999999999
2024-04-22,binancecoin,BNB,604.5,312535591.8883,0.04296066252587982,0.04206345960831996,0.5753780939080115,577.1933333333333
2024-04-23,binancecoin,BNB,606.2,338016342.9297,0.0028122415219189456,0.0028082945688554174,0.5681566964327763,578.4766666666667
2024-04-24,binancecoin,BNB,608.8,398136610.0393,0.0042890135268887075,0.0042798419237731955,0.5569683401232228,579.2033333333333
2024-04-25,binancecoin,BNB,613.2,276456819.9268,0.007227332457293123,0.007201340450183067,0.5554702535503621,580.2966666666666
2024-04-26,binancecoin,BNB,598.0,182921811.3128,-0.024787997390737226,-0.025100393047027436,0.5618306501865244,581.0866666666666
2024-04-27,binancecoin,BNB,596.2,159075524.0425,-0.003010033444815985,-0.0030145727066605977,0.5595942997960199,581.5133333333334
2024-04-28,binancecoin,BNB,600.2,155563327.3273,0.006709158000670845,0.0066867517622956,0.5328343844469732,581.1033333333334
2024-04-29,binancecoin,BNB,592.8,194895190.9459,-0.012329223592136063,-0.012405859024389718,0.530269438740016,580.84
2024-04-30,binancecoin,BNB,578.4,442024066.4745,-0.02429149797570851,-0.024591403137322207,0.5354156908682691,579.8966666666668
2024-05-01,binancecoin,BNB,561.8,371042856.3967,-0.028699861687413564,-0.02911975617441165,0.5134714473214542,579.4300000000001
2024-05-02,binancecoin,BNB,560.5,200004508.9447,-0.002313990744036931,-0.0023166721579285995,0.4901679636269194,579.7333333333333
2024-05-03,binancecoin,BNB,587.0,196300747.86,0.04727921498661902,0.04619557731588178,0.512115308500271,580.5833333333334
2024-05-04,binancecoin,BNB,585.7,115907821.4002,-0.0022146507666097603,-0.0022171067323597353,0.49102245232820996,580.59
2024-05-05,binancecoin,BNB,592.0,106025278.2271,0.010756359911217261,0.010698921788269006,0.48999051203875055,581.0633333333334
2024-05-06,binancecoin,BNB,588.2,164915187.6334,-0.006418918918918881,-0.006439608764110992,0.48857050784134637,581.1566666666665
2024-05-07,binancecoin,BNB,576.5,170615635.1222,-0.019891193471608393,-0.020091686410781035,0.4935993761544418,580.91
2024-05-08,binancecoin,BNB,588.6,173445200.0971,0.020988725065047786,0.020771496090258766,0.49890214411017525,580.9833333333333
2024-05-09,binancecoin,BNB,596.8,277461169.032,0.013931362555215543,0.013835213090178475,0.4997095237525534,581.5266666666666
2024-05-10,binancecoin,BNB,585.6,174757720.3065,-0.018766756032171483,-0.018945086242449193,0.472812356210892,580.7233333333332
2024-05-11,binancecoin,BNB,592.2,123879065.4674,0.01127049180327866,0.011207453020389068,0.47407445955198013,580.31
2024-05-12,binancecoin,BNB,594.8,113647065.6195,0.004390408645727595,0.004380798918508909,0.4715257001961669,580.2833333333333
2024-05-13,binancecoin,BNB,591.7,231181529.9276,-0.0052118359112305335,-0.005225464903351488,0.3896058695361637,581.5699999999999
2024-05-14,binancecoin,BNB,567.1,260670269.0921,-0.041575122528308306,-0.04246409466266611,0.4114491859090252,581.5933333333335
2024-05-15,binancecoin,BNB,581.0,231640318.7261,0.024510668312466954,0.02421510183192892,0.40997485715011667,582.5366666666667
2024-05-16,binancecoin,BNB,569.2,237940982.045,-0.020309810671256368,-0.020518890636213837,0.40422552160359054,583.5899999999999
2024-05-17,binancecoin,BNB,580.9,136736066.0091,0.020555165144061638,0.020346758782789316,0.40802035086124727,585.15
2024-05-18,binancecoin,BNB,580.3,97276169.0784,-0.0010328800137717753,-0.001033413801924264,0.393172799076282,586.09
2024-05-19,binancecoin,BNB,574.5,82153015.5064,-0.009994830260210197,-0.010045113907752184,0.3952132906435205,586.7733333333333
2024-05-20,binancecoin,BNB,599.6,273916587.4838,0.04369016536118364,0.04276266893963227,0.40913193378936297,587.73
2024-05-21,binancecoin,BNB,618.5,629680133.3534,0.0315210140093396,0.03103442560409999,0.4193699970501364,589.0266666666668
2024-05-22,binancecoin,BNB,614.8,250112541.59,-0.005982215036378413,-0.006000180168101873,0.3945955847282714,589.3700000000001
2024-05-23,binancecoin,BNB,599.3,365408323.5065,-0.02521145087833443,-0.02553470420030124,0.4048180645722962,589.14
2024-05-24,binancecoin,BNB,600.3,150540221.747,0.0016686133822794158,0.0016672227936579361,0.4045419002620088,588.8566666666667
2024-05-25,binancecoin,BNB,602.4,73238183.6787,0.0034982508745626806,0.003492146227886367,0.40386308935469256,588.4966666666667
2024-05-26,binancecoin,BNB,600.2,73993292.513,-0.0036520584329348127,-0.003658743479416967,0.3942981213845515,588.57
2024-05-27,binancecoin,BNB,603.9,138990897.2628,0.006164611796067865,0.006145688307588639,0.39467527814983955,588.8266666666666
2024-05-28,binancecoin,BNB,601.7,170866428.7429,-0.0036429872495444826,-0.0036496390875492813,0.3942587114999289,588.8766666666667
2024-05-29,binancecoin,BNB,595.7,127314783.2932,-0.009971746717633345,-0.010021797591664282,0.39339494545381987,588.9733333333334
2024-05-30,binancecoin,BNB,595.1,134058231.5414,-0.0010072183985228023,-0.0010077259838354306,0.3831854689400697,589.53
2024-05-31,binancecoin,BNB,593.7,100127890.5189,-0.0023525457906233838,-0.002355317374176606,0.3678159402250303,590.5933333333334
2024-06-01,binancecoin,BNB,601.9,93807304.5433,0.013811689405423433,0.013717177277095212,0.36978151403652415,591.9733333333334
2024-06-02,binancecoin,BNB,602.9,119216586.139,0.0016614055490944413,0.001660026941634663,0.33428214902771625,592.5033333333333
2024-06-03,binancecoin,BNB,626.4,408619568.5288,0.03897827168684698,0.03823779918123353,0.358457109684412,593.86
2024-06-04,binancecoin,BNB,685.7,480618195.60853,0.09466794380587484,0.09045106961372541,0.47207988030645837,596.9833333333333
2024-06-05,binancecoin,BNB,698.8,471592896.6752871,0.01910456467843069,0.018924363969582636,0.47270286097126696,600.6700000000001
2024-06-06,binancecoin,BNB,711.2,383971667.0546109,0.01774470520892968,0.017589105939793407,0.4649923391119037,605.1600000000001
2024-06-07,binancecoin,BNB,684.0,411647370.9832,-0.03824521934758163,-0.03899576657714444,0.4888339443975004,608.34
2024-06-08,binancecoin,BNB,682.7,148522259.267,-0.0019005847953216248,-0.0019023931983158287,0.48833867076375825,611.2033333333333
2024-06-09,binancecoin,BNB,673.0,117580243.2205,-0.014208290610810081,-0.01431019477950688,0.485801091875182,614.1166666666667
2024-06-10,binancecoin,BNB,625.1,443628428.2456,-0.07117384843982166,-0.07383369270696111,0.5567104863684601,615.2133333333334
2024-06-11,binancecoin,BNB,602.5,392329646.8744,-0.03615421532554797,-0.036823971572956665,0.5726333852445279,615.47
2024-06-12,binancecoin,BNB,619.4,280606534.9802,0.028049792531120277,0.027663602174292305,0.5799900491590257,616.3933333333334
2024-06-13,binancecoin,BNB,599.8,189807512.1516,-0.03164352599289644,-0.0321550012241938,0.5711970816401929,617.4833333333333
2024-06-14,binancecoin,BNB,603.3,168377597.5893,0.005835278426141954,0.005818319131807248,0.5657166952378141,618.2266666666667
2024-06-15,binancecoin,BNB,608.2,74376625.4952,0.008121995690369754,0.008089189796548338,0.5606357014312352,619.5266666666666
2024-06-16,binancecoin,BNB,610.8,63655028.5963,0.0042749095692204975,0.004265798101212945,0.5568811179795202,620.5233333333333
